1,2018-09-23 19:56:01.345,ABC Sensor Pres M100,50.163,51.435,52.103,GOOD
2,2018-09-23 19:57:02.321,ABC Sensor Pres M100,50.163,51.435,53.103,GOOD
3,2018-09-23 19:58:01.224,ABC Sensor Pres M100,50.142,51.528,51.803,GOOD
4,2018-09-23 19:59:03.843,ABC Sensor Pres M100,50.212,51.641,55.017,GOOD
5,2018-09-23 20:00:01.143,ABC Sensor Pres M100,100.000,100.000,100.000,HIGH_PRESSURE
6,2018-09-23 20:01:01.111,ABC Sensor Pres M100,51.244,51.355,52.103,GOOD
7,2018-09-23 20:02:02.324,ABC Sensor Pres M100,51.112,52.345,52.703,GOOD
8,2018-09-23 20:03:02.744,ABC Sensor Pres M100,50.513,51.745,53.105,GOOD
9,2018-09-23 20:04:01.321,ABC Sensor Pres M100,50.333,51.348,51.943,GOOD
10,2018-09-23 20:05:01.999,ABC Sensor Pres M100,50.332,51.445,52.013,GOOD
11,2018-09-23 20:06:02.022,ABC Sensor Pres M100,0.000,0.000,0.000,LOW_PRESSURE
